demo_gender,demo_age,demo_under_30,demo_senior_citizen,demo_married,demo_dependents,demo_number_of_dependents,loc_city,loc_zip_code,loc_latitude,loc_longitude,svc_referred_a_friend,svc_number_of_referrals,svc_tenure_in_months,svc_offer,svc_phone_service,svc_avg_monthly_long_distance_charges,svc_multiple_lines,svc_internet_service,svc_internet_type,svc_avg_monthly_gb_download,svc_online_security,svc_online_backup,svc_device_protection_plan,svc_premium_tech_support,svc_streaming_tv,svc_streaming_movies,svc_streaming_music,svc_unlimited_data,svc_contract,svc_paperless_billing,svc_payment_method,svc_monthly_charge,svc_total_charges,svc_total_refunds,svc_total_extra_data_charges,svc_total_long_distance_charges,svc_total_revenue,st_satisfaction_score,st_customer_status,churn_flag,st_cltv,st_churn_category,st_churn_reason,zip_population
Male,19,Yes,No,No,No,0,La Crescenta,91214,34.239636,-118.245259,No,0,3,No offer,No,0.0,No,Yes,DSL,59,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,82.15,0.0,0,0.0,82.15,4,Joined,0,3108,,,29110
Female,61,No,No,No,No,0,Agoura Hills,91301,34.129058,-118.759788,No,0,13,Offer D,Yes,33.13,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.65,244.8,0.0,0,430.69000000000005,675.49,3,Stayed,0,2024,,,25303
Female,62,No,No,Yes,No,0,Calabasas,91302,34.130861,-118.68346,Yes,5,40,No offer,Yes,48.29,Yes,Yes,DSL,23,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.6,2379.1,0.0,0,1931.6,4310.7,5,Stayed,0,3359,,,23661
Male,24,Yes,No,Yes,No,0,Canoga Park,91303,34.19829,-118.602203,Yes,5,43,Offer B,Yes,48.1,Yes,Yes,DSL,51,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,71.9,3173.35,0.0,0,2068.3,5241.65,3,Stayed,0,4106,,,23519
Female,38,No,No,Yes,No,0,Winnetka,91306,34.209532,-118.577563,Yes,9,69,Offer A,Yes,5.27,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1375.4,0.0,0,363.63,1739.0300000000002,4,Stayed,0,5325,,,43857
Female,42,No,No,Yes,No,0,West Hills,91307,34.199787,-118.68493,Yes,7,72,Offer A,Yes,18.66,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,8129.3,0.0,0,1343.52,9472.82,4,Stayed,0,5945,,,23637
Male,33,No,No,Yes,No,0,Chatsworth,91311,34.294142,-118.603883,Yes,3,59,Offer B,Yes,25.57,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3,1192.7,0.0,0,1508.63,2701.33,3,Stayed,0,4149,,,35325
Female,32,No,No,Yes,No,0,Encino,91316,34.150354,-118.518292,No,0,20,Offer D,Yes,28.57,No,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0.0,0,571.4,2473.05,3,Stayed,0,4382,,,27614
Male,19,Yes,No,Yes,Yes,3,Newbury Park,91320,34.172071,-118.946262,Yes,1,24,Offer C,Yes,1.14,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,587.4,0.0,0,27.36,614.76,3,Stayed,0,4634,,,37779
Male,19,Yes,No,No,No,0,Newhall,91321,34.370378,-118.504118,No,0,59,Offer B,Yes,48.12,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0.0,0,2839.08,9358.83,5,Stayed,0,6047,,,30742
Male,42,No,No,Yes,Yes,3,Northridge,91324,34.238208,-118.55029,Yes,2,72,Offer A,Yes,11.66,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0.0,0,839.52,8881.17,4,Stayed,0,4099,,,25751
Male,29,Yes,No,No,Yes,1,Northridge,91325,34.236683,-118.517588,No,0,1,No offer,Yes,7.57,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,20.75,0.0,0,7.57,28.32,5,Joined,0,3358,,,32307
Female,55,No,No,Yes,No,0,Porter Ranch,91326,34.281911,-118.556218,No,0,27,Offer C,Yes,20.02,No,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.9,2681.15,0.0,0,540.54,3221.69,3,Stayed,0,3795,,,28067
Female,51,No,No,No,No,0,Pacoima,91331,34.255442,-118.421314,No,0,14,Offer D,Yes,1.69,No,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,0.0,0,23.66,1135.96,5,Stayed,0,4400,,,97318
Male,55,No,No,Yes,Yes,3,Reseda,91335,34.200175,-118.540958,Yes,3,71,Offer A,Yes,25.02,Yes,Yes,Fiber Optic,53,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,7405.5,0.0,0,1776.42,9181.92,3,Stayed,0,5010,,,68018
Male,55,No,No,No,Yes,3,San Fernando,91340,34.286131,-118.435969,No,0,13,Offer D,Yes,31.93,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.3,1033.95,0.0,150,415.09,1599.04,3,Stayed,0,5566,,,33389
Male,41,No,No,No,No,0,Sylmar,91342,34.321621,-118.399841,No,0,44,Offer B,Yes,1.7,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,68.85,2958.95,0.0,0,74.8,3033.75,3,Stayed,0,2053,,,81986
Female,64,No,No,No,No,0,North Hills,91343,34.238802,-118.482296,No,0,33,Offer C,Yes,42.29,No,Yes,Fiber Optic,13,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.95,2684.85,0.0,0,1395.57,4080.42,3,Stayed,0,3118,,,57017
Male,30,No,No,Yes,No,0,Granada Hills,91344,34.291273,-118.505104,Yes,5,72,Offer A,No,0.0,No,Yes,Cable,47,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.45,4179.2,0.0,0,0.0,4179.2,3,Stayed,0,4556,,,48867
Male,22,Yes,No,Yes,No,0,Canyon Country,91351,34.422519,-118.420717,Yes,10,64,Offer B,Yes,40.49,No,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,0.0,0,2591.36,9245.460000000001,3,Stayed,0,6398,,,59259
Female,40,No,No,No,No,0,Valencia,91354,34.457005,-118.573726,No,0,1,No offer,No,0.0,No,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0.0,0,0.0,25.25,4,Joined,0,5858,,,17846
Male,32,No,No,No,Yes,2,Valencia,91355,34.43987,-118.644609,No,0,61,Offer B,Yes,15.02,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,1124.2,0.0,0,916.22,2040.42,4,Stayed,0,5411,,,24977
Female,23,Yes,No,Yes,No,0,Tarzana,91356,34.157137,-118.548511,Yes,6,29,Offer C,Yes,27.72,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.0,540.05,0.0,0,803.88,1343.9299999999998,5,Stayed,0,3800,,,27424
Female,45,No,No,Yes,No,0,Westlake Village,91361,34.130992,-118.894673,Yes,1,57,Offer B,No,0.0,No,Yes,Cable,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,58.75,3437.45,0.0,0,0.0,3437.45,3,Stayed,0,4115,,,18735
Male,46,No,No,Yes,No,0,Thousand Oaks,91362,34.191842,-118.822796,Yes,11,72,Offer A,No,0.0,No,Yes,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,45.25,3139.8,0.0,0,0.0,3139.8,4,Stayed,0,5041,,,33057
Male,38,No,No,Yes,No,0,Woodland Hills,91364,34.153733,-118.593408,Yes,1,66,No offer,No,0.0,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0,0.0,3789.2,4,Stayed,0,5500,,,25988
Male,51,No,No,Yes,No,0,Woodland Hills,91367,34.178068,-118.615714,Yes,8,65,Offer B,Yes,41.57,Yes,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5324.5,0.0,0,2702.05,8026.55,5,Stayed,0,5256,,,36123
Female,24,Yes,No,No,No,0,Oak Park,91377,34.19225,-118.776874,No,0,8,No offer,Yes,39.92,No,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,624.6,0.0,0,319.36,943.96,4,Stayed,0,2165,,,14814
Female,55,No,No,Yes,No,0,Castaic,91384,34.506627,-118.699048,Yes,3,71,No offer,Yes,32.13,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1836.9,0.0,0,2281.23,4118.13,3,Stayed,0,4642,,,22177
Male,32,No,No,Yes,No,0,Van Nuys,91401,34.178483,-118.431791,Yes,8,1,No offer,Yes,44.69,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,20.2,0.0,0,44.69,64.89,5,Joined,0,4160,,,40376
Female,53,No,No,No,No,0,Sherman Oaks,91403,34.147149,-118.463365,No,0,12,Offer D,Yes,16.72,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.35,219.35,0.0,0,200.64,419.99,5,Stayed,0,4451,,,22085
Male,28,Yes,No,No,No,0,Van Nuys,91405,34.202494,-118.448048,No,0,24,Offer C,No,0.0,No,Yes,DSL,46,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,50.6,1288.75,0.0,0,0.0,1288.75,3,Stayed,0,4806,,,51348
Female,26,Yes,No,Yes,No,0,Van Nuys,91406,34.195685,-118.490752,Yes,2,31,No offer,Yes,39.34,No,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,81.15,2545.75,0.0,0,1219.5400000000002,3765.29,4,Stayed,0,5643,,,50047
Male,62,No,No,No,No,0,Sherman Oaks,91423,34.146957,-118.432138,No,0,30,No offer,Yes,31.97,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2723.15,0.0,0,959.0999999999999,3682.25,3,Stayed,0,3233,,,29387
Female,22,Yes,No,Yes,No,0,Encino,91436,34.152875,-118.486056,Yes,6,47,Offer B,Yes,29.15,Yes,Yes,DSL,52,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.3,4107.25,0.0,130,1370.05,5607.3,3,Stayed,0,5698,,,13129
Male,49,No,No,No,No,0,Burbank,91501,34.188339,-118.300942,No,0,54,Offer B,Yes,17.76,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.0,5760.65,0.0,0,959.0400000000001,6719.69,3,Stayed,0,6370,,,18112
Male,64,No,No,No,No,0,Burbank,91502,34.177267,-118.31003,No,0,50,Offer B,Yes,40.83,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.5,4747.5,0.0,0,2041.5,6789.0,4,Stayed,0,6367,,,11517
Female,62,No,No,No,No,0,Burbank,91505,34.174215,-118.345928,No,0,72,No offer,Yes,42.36,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,1566.9,0.0,0,3049.92,4616.82,4,Stayed,0,5733,,,29245
Female,47,No,No,No,No,0,Burbank,91506,34.169706,-118.323548,No,0,29,No offer,Yes,4.53,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.15,702.0,0.0,0,131.37,833.37,4,Stayed,0,5491,,,18539
Female,41,No,No,No,No,0,North Hollywood,91602,34.15136,-118.364786,No,0,10,Offer D,No,0.0,No,Yes,Cable,29,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,29.6,299.05,0.0,0,0.0,299.05,3,Stayed,0,3180,,,16996
Male,42,No,No,Yes,No,0,Studio City,91604,34.139082,-118.39275,Yes,5,18,Offer D,Yes,16.78,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.15,1305.95,0.0,0,302.04,1607.99,4,Stayed,0,4283,,,26157
Male,40,No,No,No,No,0,North Hollywood,91606,34.187599,-118.387125,No,0,16,Offer D,Yes,40.17,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,284.35,0.0,0,642.72,927.07,5,Stayed,0,4272,,,45358
Female,37,No,No,No,No,0,Valley Village,91607,34.165783,-118.399795,No,0,72,No offer,Yes,8.29,Yes,Yes,Cable,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.6,6350.5,0.0,0,596.8799999999999,6947.38,3,Stayed,0,4530,,,27453
Male,49,No,No,No,No,0,Rancho Cucamonga,91701,34.132275,-117.611478,No,0,72,No offer,Yes,35.11,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.2,7878.3,0.0,0,2527.92,10406.220000000001,3,Stayed,0,4551,,,39064
Female,38,No,No,Yes,No,0,Azusa,91702,34.174493,-117.87068,Yes,10,41,Offer B,Yes,25.16,No,Yes,DSL,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.7,3187.65,0.0,0,1031.56,4219.21,4,Stayed,0,5246,,,57775
Male,35,No,No,No,No,0,Claremont,91711,34.127621,-117.717863,No,0,41,Offer B,Yes,37.55,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,2531.8,0.0,140,1539.55,4211.35,4,Stayed,0,5043,,,34716
Male,28,Yes,No,No,No,0,Covina,91724,34.08111,-117.853935,No,0,42,Offer B,Yes,6.42,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.0,4298.45,0.0,0,269.64,4568.09,3,Stayed,0,2887,,,25068
Female,27,Yes,No,Yes,No,0,Rancho Cucamonga,91730,34.10097,-117.57882,Yes,2,51,Offer B,Yes,21.07,No,Yes,Fiber Optic,46,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.5,4619.55,0.0,0,1074.57,5694.12,3,Stayed,0,5561,,,51970
Male,56,No,No,No,No,0,South El Monte,91733,34.04622,-118.053753,No,0,32,No offer,Yes,37.48,Yes,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,83.7,2633.3,0.0,0,1199.36,3832.66,5,Stayed,0,3945,,,45645
Male,29,Yes,No,No,No,0,Rancho Cucamonga,91737,34.245289,-117.642503,No,0,10,Offer D,Yes,1.98,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,193.05,0.0,0,19.8,212.85000000000002,4,Stayed,0,3768,,,23079
Female,19,Yes,No,Yes,No,0,Rancho Cucamonga,91739,34.133809,-117.523724,Yes,1,67,No offer,No,0.0,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,59.55,4103.9,0.0,0,0.0,4103.9,4,Stayed,0,4478,,,12937
Female,42,No,No,Yes,Yes,1,Glendora,91740,34.119363,-117.855059,Yes,3,61,Offer B,Yes,20.01,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.1,7008.15,0.0,0,1220.6100000000001,8228.76,3,Stayed,0,6090,,,25135
Male,46,No,No,No,No,0,Glendora,91741,34.14649,-117.849815,No,0,50,Offer B,Yes,19.8,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,114.35,5791.1,0.0,10,990.0,6791.1,3,Stayed,0,5068,,,24973
Female,35,No,No,No,No,0,Mira Loma,91752,33.999992,-117.535395,No,0,31,No offer,No,0.0,No,Yes,DSL,10,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.85,1520.1,0.0,0,0.0,1520.1,3,Stayed,0,2539,,,18980
Female,57,No,No,Yes,No,0,Monterey Park,91754,34.050322,-118.147037,Yes,1,45,Offer B,Yes,33.54,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,0.0,0,1509.3,6541.55,3,Stayed,0,4885,,,33280
Female,62,No,No,Yes,No,0,Monterey Park,91755,34.049172,-118.115022,Yes,1,61,Offer B,Yes,47.19,Yes,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,88.1,5526.75,0.0,0,2878.5899999999997,8405.34,4,Stayed,0,5152,,,26933
Male,64,No,No,No,No,0,Mt Baldy,91759,34.231318,-117.662032,No,0,50,Offer B,Yes,47.16,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.9,1195.25,0.0,0,2358.0,3553.25,4,Stayed,0,4297,,,47
Female,30,No,No,Yes,No,0,Montclair,91763,34.072121,-117.698319,Yes,1,71,No offer,Yes,8.21,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.25,1732.95,0.0,0,582.9100000000001,2315.86,5,Stayed,0,5409,,,34447
Male,50,No,No,Yes,No,0,Diamond Bar,91765,33.992416,-117.807874,Yes,1,57,Offer B,Yes,49.29,No,Yes,Cable,22,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,3450.15,0.0,0,2809.5299999999997,6259.68,3,Stayed,0,4012,,,46532
Male,47,No,No,No,No,0,San Gabriel,91776,34.089927,-118.095645,No,0,14,Offer D,No,0.0,No,Yes,DSL,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,771.95,0.0,0,0.0,771.95,3,Stayed,0,4900,,,38041
Female,24,Yes,No,No,No,0,Temple City,91780,34.101608,-118.055848,No,0,5,No offer,Yes,43.02,No,Yes,DSL,42,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,244.75,0.0,0,215.10000000000002,459.85,3,Stayed,0,2739,,,32718
Female,29,Yes,No,No,No,0,Upland,91784,34.141146,-117.655583,No,0,6,Offer E,Yes,6.98,No,Yes,Cable,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,0.0,0,41.88,364.78,4,Stayed,0,5377,,,23331
Female,44,No,No,No,No,0,Upland,91786,34.105493,-117.660934,No,0,10,Offer D,Yes,45.56,No,Yes,DSL,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.2,498.25,0.0,0,455.6,953.85,4,Stayed,0,5765,,,48827
Female,21,Yes,No,No,Yes,1,Walnut,91789,34.018354,-117.85492,No,0,1,Offer E,Yes,32.73,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,25.4,25.4,0.0,0,32.73,58.129999999999995,3,Joined,0,4556,,,45118
Female,24,Yes,No,No,No,0,West Covina,91790,34.066964,-117.937007,No,0,68,No offer,Yes,5.3,Yes,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,54.45,3687.75,0.0,0,360.4,4048.15,3,Stayed,0,5310,,,44099
Female,64,No,No,No,No,0,West Covina,91792,34.024405,-117.898722,No,0,22,Offer D,Yes,19.72,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,76.0,1783.6,0.0,0,433.84,2217.44,4,Stayed,0,2031,,,31622
Female,35,No,No,No,No,0,Alhambra,91801,34.090925,-118.128164,No,0,20,Offer D,Yes,4.15,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,927.15,0.0,0,83.0,1010.15,4,Stayed,0,3460,,,54382
Male,24,Yes,No,No,No,0,Campo,91906,32.673483,-116.472863,No,0,35,No offer,Yes,38.38,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,61.2,2021.2,0.0,0,1343.3000000000002,3364.5,3,Stayed,0,2075,,,3133
Male,51,No,No,Yes,No,0,Chula Vista,91910,32.636792,-117.054989,Yes,2,23,Offer D,Yes,16.63,No,Yes,Fiber Optic,22,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,86.8,1940.8,0.0,90,382.48999999999995,2413.29,4,Stayed,0,3200,,,74025
Female,43,No,No,No,No,0,Chula Vista,91913,32.64164,-116.985026,No,0,12,No offer,Yes,18.71,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,220.35,0.0,0,224.52,444.87,3,Stayed,0,5715,,,12884
Male,44,No,No,No,No,0,Chula Vista,91914,32.688506,-116.938632,No,0,1,Offer E,Yes,40.46,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,20.25,0.0,0,40.46,60.71,3,Joined,0,5384,,,2606
Female,38,No,No,Yes,Yes,1,Chula Vista,91915,32.605012,-116.97595,Yes,6,71,No offer,Yes,9.4,No,Yes,Fiber Optic,10,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,76.05,5436.45,0.0,0,667.4,6103.849999999999,5,Stayed,0,5841,,,9278
Male,32,No,No,Yes,Yes,3,Dulzura,91917,32.622999,-116.687855,Yes,5,40,Offer B,Yes,13.86,Yes,Yes,DSL,75,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,3015.75,0.0,0,554.4,3570.15,5,Stayed,0,3718,,,727
Male,34,No,No,No,No,0,Imperial Beach,91932,32.579134,-117.119009,No,0,23,No offer,Yes,46.4,No,Yes,Cable,23,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.9,1509.8,0.0,130,1067.2,2707.0,4,Stayed,0,3314,,,26662
Male,55,No,No,No,No,0,Jamul,91935,32.695681,-116.798386,No,0,4,No offer,Yes,31.92,No,Yes,Fiber Optic,4,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,356.65,0.0,0,127.68,484.33,3,Stayed,0,3314,,,8759
Female,44,No,No,Yes,No,0,La Mesa,91941,32.759327,-116.99726,Yes,8,68,No offer,No,0.0,No,Yes,DSL,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.3,4109.0,0.0,0,0.0,4109.0,4,Stayed,0,4864,,,44652
Male,44,No,No,No,Yes,2,La Mesa,91942,32.782501,-117.01611,No,0,38,No offer,Yes,1.27,Yes,Yes,Fiber Optic,13,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.85,3141.7,0.0,0,48.26,3189.96,5,Stayed,0,3571,,,24005
Male,42,No,No,Yes,Yes,3,Lemon Grove,91945,32.733564,-117.033713,Yes,1,52,Offer B,Yes,40.33,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.8,1229.1,0.0,0,2097.16,3326.2599999999998,5,Stayed,0,5320,,,24961
Male,60,No,No,Yes,No,0,National City,91950,32.67102,-117.095235,Yes,7,29,No offer,Yes,32.46,No,Yes,DSL,7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.55,2054.4,0.0,0,941.34,2995.7400000000002,5,Stayed,0,5625,,,62355
Male,51,No,No,No,No,0,Potrero,91963,32.619465,-116.593605,No,0,48,Offer B,Yes,2.53,Yes,Yes,Cable,6,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,78.75,3682.45,0.0,40,121.44,3843.89,3,Stayed,0,2257,,,905
Female,34,No,No,No,No,0,Spring Valley,91977,32.726627,-116.994608,No,0,1,Offer E,Yes,9.44,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.25,19.25,0.0,0,9.44,28.689999999999998,3,Joined,0,4745,,,56100
Female,40,No,No,No,No,0,Spring Valley,91978,32.730264,-116.950963,No,0,22,No offer,Yes,6.0,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1886.25,0.0,0,132.0,2018.25,3,Stayed,0,5479,,,7863
Female,25,Yes,No,No,No,0,Tecate,91980,32.587557,-116.636816,No,0,43,Offer B,Yes,24.85,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,4895.1,10.76,0,1068.55,5952.89,4,Stayed,0,4115,,,91
Male,23,Yes,No,Yes,No,0,Cardiff By The Sea,92007,33.015866,-117.272254,Yes,6,51,No offer,Yes,26.73,Yes,Yes,Fiber Optic,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.05,5686.4,20.28,0,1363.23,7029.35,3,Stayed,0,5604,,,10375
Male,49,No,No,No,No,0,Carlsbad,92008,33.148116,-117.306043,No,0,71,No offer,Yes,22.22,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.9,1355.1,42.18,0,1577.62,2890.54,3,Stayed,0,5308,,,35582
Male,64,No,No,Yes,No,0,El Cajon,92019,32.785165,-116.862648,Yes,2,35,No offer,Yes,23.85,Yes,Yes,Fiber Optic,10,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,91.5,3236.35,40.79,90,834.75,4120.3099999999995,4,Stayed,0,3617,,,40995
Female,63,No,No,Yes,No,0,El Cajon,92021,32.832706,-116.873258,Yes,3,72,No offer,No,0.0,No,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,4264.0,25.67,0,0.0,4238.33,4,Stayed,0,5471,,,61872
Male,40,No,No,No,No,0,Encinitas,92024,33.054579,-117.25665,No,0,1,Offer E,Yes,27.46,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,44.8,0.0,0,27.46,72.25999999999999,4,Joined,0,2269,,,47126
Female,31,No,No,Yes,No,0,Escondido,92025,33.081478,-117.033814,Yes,9,9,Offer E,Yes,30.07,No,Yes,DSL,30,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.6,422.3,20.45,0,270.63,672.48,3,Stayed,0,4562,,,49281
